State,Sub-Category,Product Name,total_sales,total_profit,avg_discount,unique_orders
Texas,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,26.632,1.3316,0.2,1
Texas,Art,Avery Fluorescent Highlighter Four-Color Set,10.688,1.336,0.2,2
New York,Accessories,Maxell 4.7GB DVD+R 5/Pack,2.97,1.3365,0.0,1
New York,Storage,Rogers Profile Extra Capacity Storage Tub,33.48,1.3392,0.0,1
New Jersey,Art,American Pencil,4.66,1.3514,0.0,1
California,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",2.88,1.3536,0.0,1
Indiana,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,67.8,1.356,0.0,1
New York,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,67.8,1.356,0.0,1
Virginia,Labels,Avery 482,2.89,1.3583,0.0,1
Florida,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,13.584,1.3584,0.2,1
Pennsylvania,Accessories,Lenovo 17-Key USB Numeric Keypad,54.384,1.3596,0.2,1
Colorado,Accessories,Lenovo 17-Key USB Numeric Keypad,54.384,1.3596,0.2,1
Georgia,Binders,Wilson Jones Suede Grain Vinyl Binders,2.78,1.3622,0.0,1
New York,Binders,Presstex Flexible Ring Binders,3.64,1.365,0.2,1
Indiana,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",2.91,1.3677,0.0,1
Ohio,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",4.064,1.3716,0.2,1
Florida,Furnishings,Eldon Wave Desk Accessories,4.992,1.3728,0.2,1
California,Phones,Samsung Replacement EH64AVFWE Premium Headset,22.0,1.375,0.2,1
North Carolina,Phones,Samsung Replacement EH64AVFWE Premium Headset,22.0,1.375,0.2,1
Oklahoma,Phones,Samsung Replacement EH64AVFWE Premium Headset,5.5,1.375,0.0,1
New York,Binders,Cardinal Holdit Business Card Pockets,3.984,1.3944,0.2,1
Washington,Binders,Tuff Stuff Recycled Round Ring Binders,3.856,1.3978,0.2,1
North Carolina,Phones,PayAnywhere Card Reader,15.984,1.3986,0.2,1
Ohio,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener,18.656,1.3992,0.2,1
New York,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",3.28,1.4104,0.0,1
Kentucky,Binders,Avery Durable Binders,2.88,1.4112,0.0,1
North Carolina,Furnishings,Eldon Wave Desk Accessories,4.712,1.4136,0.2,1
Arkansas,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",4.3,1.419,0.0,1
Washington,Fasteners,Binder Clips by OIC,2.96,1.4208,0.0,1
Ohio,Furnishings,"Master Caster Door Stop, Brown",8.128,1.4224,0.2,1
North Carolina,Art,Newell 310,12.672,1.4256,0.2,1
North Carolina,Supplies,Staple remover,12.768,1.4364,0.2,1
Texas,Art,Newell 343,16.464,1.4406,0.2,1
Florida,Furnishings,Acrylic Self-Standing Desk Frames,6.408,1.4418,0.2,1
California,Art,Newell 344,5.56,1.4456,0.0,1
Virginia,Art,Newell 318,5.56,1.4456,0.0,1
New York,Art,Newell 333,5.56,1.4456,0.0,1
Wisconsin,Art,Newell 333,5.56,1.4456,0.0,1
Washington,Art,Newell 344,5.56,1.4456,0.0,1
Virginia,Art,Newell 333,5.56,1.4456,0.0,1
Arizona,Accessories,HP Standard 104 key PS/2 Keyboard,23.2,1.45,0.2,1
Michigan,Storage,Woodgrain Magazine Files by Perma,20.86,1.4602,0.0,1
New York,Fasteners,Translucent Push Pins by OIC,3.96,1.4652,0.0,1
Ohio,Storage,Sterilite Officeware Hinged File Box,16.768,1.4672,0.2,1
Arizona,Storage,Sterilite Officeware Hinged File Box,16.768,1.4672,0.2,1
Kentucky,Art,Newell 322,5.46,1.4742,0.0,1
Illinois,Art,Newell 35,13.12,1.476,0.2,1
North Carolina,Art,Newell 349,13.12,1.476,0.2,1
North Carolina,Furnishings,Stackable Trays,9.856,1.4784,0.2,2
Pennsylvania,Art,Nontoxic Chalk,4.224,1.4784,0.2,1
California,Labels,Avery 511,3.08,1.4784,0.0,1
Kentucky,Art,Rogers Handheld Barrel Pencil Sharpener,5.48,1.4796,0.0,1
Maryland,Art,Blackstonian Pencils,5.34,1.4952,0.0,1
Florida,Labels,Avery 492,4.608,1.4976,0.2,1
Pennsylvania,Storage,Staple magnet,15.008,1.5008,0.2,1
Texas,Supplies,Acme Elite Stainless Steel Scissors,20.016,1.5011999999999999,0.2,2
Washington,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",4.18,1.5048,0.0,1
Illinois,Art,Newell 33,13.392,1.5066,0.2,1
Massachusetts,Labels,Avery 518,3.15,1.512,0.0,1
Texas,Art,Prang Dustless Chalk Sticks,4.032,1.512,0.2,2
Maryland,Labels,Avery 488,3.15,1.512,0.0,1
California,Art,Newell 307,5.46,1.5288,0.0,1
Ohio,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",122.328,1.5291,0.2,1
Washington,Art,Newell 310,5.28,1.5312,0.0,1
Illinois,Supplies,Acme Office Executive Series Stainless Steel Trimmers,20.568,1.5426,0.2,1
Georgia,Storage,"Belkin 19"" Vented Equipment Shelf, Black",154.44,1.5444,0.0,1
California,Supplies,Martin-Yale Premier Letter Opener,51.52,1.5456,0.0,1
Illinois,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",24.816,1.551,0.2,1
North Carolina,Art,4009 Highlighters by Sanford,9.552,1.5522,0.2,1
Delaware,Paper,Avoid Verbal Orders Carbonless Minifold Book,3.38,1.5548,0.0,1
California,Art,Newell 330,5.98,1.5548,0.0,1
Alabama,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,25.98,1.5588,0.0,1
New Jersey,Furnishings,"Tensor ""Hersey Kiss"" Styled Floor Lamp",12.99,1.5588,0.0,1
Tennessee,Furnishings,Eldon 500 Class Desk Accessories,9.656,1.5691,0.2,1
Ohio,Storage,Hanging Personal Folder File,25.12,1.57,0.2,1
Ohio,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",4.656,1.5714,0.2,1
New York,Storage,Space Solutions Industrial Galvanized Steel Shelving.,78.8,1.576,0.0,1
Pennsylvania,Art,"Quartet Omega Colored Chalk, 12/Pack",4.672,1.5768,0.2,1
California,Storage,Akro Stacking Bins,39.45,1.5779999999999998,0.0,2
Colorado,Art,"Dixon My First Ticonderoga Pencil, #2",14.04,1.5795,0.2,1
Texas,Art,"Dixon My First Ticonderoga Pencil, #2",14.04,1.5795,0.2,1
Texas,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,21.072,1.5804,0.2,1
Ohio,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",6.048,1.5876,0.2,1
Pennsylvania,Fasteners,Stockwell Gold Paper Clips,4.416,1.6008,0.2,1
New York,Phones,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,5.94,1.6038,0.0,1
Ohio,Furnishings,Eldon Pizzaz Desk Accessories,5.352,1.6056,0.2,1
Arizona,Storage,"Neat Ideas Personal Hanging Folder Files, Black",21.488,1.6116,0.2,2
Illinois,Storage,"Neat Ideas Personal Hanging Folder Files, Black",21.488,1.6116,0.2,1
Georgia,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",80.98,1.6196,0.0,1
California,Storage,Tennsco Commercial Shelving,162.72,1.6272,0.0,4
Texas,Paper,"Adams Telephone Message Books, 5 1/4 x 11",4.832,1.6308,0.2,1
Ohio,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",18.656,1.6324,0.2,1
Kentucky,Art,"OIC #2 Pencils, Medium Soft",5.64,1.6356,0.0,1
California,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,16.36,1.636,0.0,1
Nevada,Art,"Crayola Anti Dust Chalk, 12/Pack",3.64,1.638,0.0,1
North Carolina,Labels,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",5.04,1.638,0.2,1
Illinois,Art,BIC Brite Liner Grip Highlighters,5.248,1.64,0.2,1
Pennsylvania,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",5.472,1.6416,0.2,1
California,Binders,Avery Round Ring Poly Binders,4.544,1.6472,0.2,1
Florida,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",5.08,1.651,0.2,1
Ohio,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",4.72,1.652,0.2,1
Pennsylvania,Art,Newell 31,16.52,1.652,0.2,1
Texas,Envelopes,Poly String Tie Envelopes,4.896,1.6523999999999999,0.2,2
Virginia,Accessories,Imation 30456 USB Flash Drive 8GB,20.7,1.656,0.0,1
California,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,5.104,1.6588,0.2,1
Texas,Accessories,Maxell 4.7GB DVD-R 5/Pack,5.544,1.6632,0.2,1
Tennessee,Art,Prang Drawing Pencil Set,6.672,1.668,0.2,1
New York,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",5.96,1.6688,0.0,1
Illinois,Art,Avery Fluorescent Highlighter Four-Color Set,13.36,1.67,0.2,2
California,Art,Newell 335,5.76,1.6704,0.0,1
North Carolina,Labels,Avery 514,4.608,1.6704,0.2,1
Texas,Labels,Avery File Folder Labels,4.608,1.6704,0.2,1
Florida,Labels,Avery 474,4.608,1.6704,0.2,1
New York,Storage,"Iris 3-Drawer Stacking Bin, Black",83.56,1.6712,0.0,1
Pennsylvania,Storage,Plastic Stacking Crates & Casters,22.32,1.674,0.2,2
North Carolina,Paper,Xerox 1924,4.624,1.6762,0.2,1
Texas,Paper,Xerox 196,4.624,1.6762,0.2,1
Utah,Phones,"SmartStand Mobile Device Holder, Assorted Colors",16.776,1.6776,0.2,1
Ohio,Storage,"Tennsco Lockers, Sand",33.568,1.6784,0.2,1
Pennsylvania,Storage,"Tennsco Lockers, Sand",33.568,1.6784,0.2,1
New York,Binders,Round Ring Binders,4.992,1.6848,0.2,1
Oklahoma,Art,Nontoxic Chalk,3.52,1.6896,0.0,1
New York,Art,Nontoxic Chalk,3.52,1.6896,0.0,1
Ohio,Supplies,"Elite 5"" Scissors",13.52,1.69,0.2,1
Ohio,Fasteners,Stockwell Push Pins,10.464,1.7004,0.2,1
Tennessee,Art,Zebra Zazzle Fluorescent Highlighters,9.728,1.7024,0.2,1
Ohio,Accessories,Imation Swivel Flash Drive USB flash drive - 8 GB,9.096,1.7055,0.2,1
Illinois,Art,Newell 331,19.56,1.7115,0.2,1
Colorado,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",15.232,1.7136,0.2,1
Ohio,Fasteners,Advantus T-Pin Paper Clips,7.216,1.7138,0.2,1
Pennsylvania,Labels,Avery 511,4.928,1.7248,0.2,1
Texas,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,4.928,1.7248,0.2,1
Tennessee,Labels,Avery 481,4.928,1.7248,0.2,1
Ohio,Art,Rogers Handheld Barrel Pencil Sharpener,19.728,1.7262,0.2,1
Kansas,Art,"Sanford Colorific Colored Pencils, 12/Box",5.76,1.728,0.0,1
Wisconsin,Binders,Wilson Jones Easy Flow II Sheet Lifters,3.6,1.728,0.0,1
California,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,19.8,1.7325,0.2,1
Indiana,Labels,Avery 487,3.69,1.7343,0.0,1
Massachusetts,Labels,Avery 517,3.69,1.7343,0.0,1
Arizona,Furnishings,Magna Visual Magnetic Picture Hangers,7.712,1.7352,0.2,1
Ohio,Furnishings,Magna Visual Magnetic Picture Hangers,7.712,1.7352,0.2,1
California,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,5.56,1.7375,0.2,1
Texas,Fasteners,Colored Push Pins,8.688,1.7376,0.2,2
Ohio,Art,Turquoise Lead Holder with Pocket Clip,10.72,1.742,0.2,1
California,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",4.26,1.7466,0.0,1
North Carolina,Art,Prang Drawing Pencil Set,20.016,1.7514,0.2,1
California,Storage,Rogers Deluxe File Chest,175.84,1.7584,0.0,2
Delaware,Art,SANFORD Liquid Accent Tank-Style Highlighters,5.68,1.7608,0.0,1
California,Art,SANFORD Liquid Accent Tank-Style Highlighters,5.68,1.7608,0.0,1
Ohio,Labels,Avery 502,5.04,1.764,0.2,1
Arizona,Labels,Avery 488,5.04,1.764,0.2,1
Pennsylvania,Labels,Avery 488,5.04,1.764,0.2,1
Texas,Labels,Avery 502,5.04,1.764,0.2,1
North Carolina,Labels,Avery 518,5.04,1.764,0.2,1
Oregon,Art,Lumber Crayons,7.88,1.773,0.2,1
California,Art,Pencil and Crayon Sharpener,6.57,1.7739,0.0,1
California,Fasteners,Advantus Push Pins,4.36,1.7876,0.0,1
Ohio,Art,Newell 330,23.92,1.794,0.2,1
North Carolina,Art,Staples in misc. colors,28.728,1.7955,0.2,1
Texas,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,47.976,1.7991,0.2,1
Minnesota,Labels,Avery 480,3.75,1.8,0.0,1
California,Labels,Avery 510,3.75,1.8,0.0,1
Kansas,Fasteners,"Advantus Push Pins, Aluminum Head",5.81,1.8011,0.0,1
New York,Fasteners,Stockwell Gold Paper Clips,3.68,1.8032,0.0,1
Texas,Paper,Xerox 231,5.184,1.8144,0.2,1
Texas,Paper,Xerox 218,5.184,1.8144,0.2,1
Oregon,Paper,Xerox 218,5.184,1.8144,0.2,1
Tennessee,Paper,Xerox 217,5.184,1.8144,0.2,1
California,Binders,Peel & Stick Add-On Corner Pockets,5.184,1.8144,0.2,1
Illinois,Paper,Xerox 2,5.184,1.8144,0.2,1
Texas,Paper,Xerox 2000,5.184,1.8144,0.2,1
Florida,Appliances,Staple holder,20.808,1.8207,0.2,1
Connecticut,Binders,Acco Hanging Data Binders,3.81,1.8288,0.0,1
Illinois,Fasteners,Advantus Push Pins,6.976,1.8312,0.2,1
New York,Supplies,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",6.84,1.8468,0.0,1
Florida,Furnishings,Stackable Trays,12.32,1.848,0.2,1
Arizona,Art,Newell 317,16.464,1.8522,0.2,1
Illinois,Art,"Eberhard Faber 3 1/2"" Golf Pencils",29.76,1.86,0.2,1
Washington,Storage,Safco Commercial Shelving,46.51,1.8604,0.0,1
Louisiana,Binders,Avery Binder Labels,3.89,1.8672,0.0,1
Arizona,Art,Avery Hi-Liter Smear-Safe Highlighters,9.344,1.8688,0.2,1
Pennsylvania,Paper,Xerox 1968,5.344,1.8704,0.2,1
Ohio,Paper,Xerox 195,5.344,1.8704,0.2,1
Texas,Paper,Xerox 1986,5.344,1.8704,0.2,1
California,Supplies,Kleencut Forged Office Shears by Acme United Corporation,6.24,1.872,0.0,1
Wisconsin,Accessories,Rosewill 107 Normal Keys USB Wired Standard Keyboard,13.48,1.8872,0.0,1
Virginia,Labels,Avery 476,4.13,1.8998,0.0,1
New York,Art,Newell 349,6.56,1.9024,0.0,1
Kentucky,Art,Newell 350,6.56,1.9024,0.0,1
Oklahoma,Art,Newell 351,6.56,1.9024,0.0,1
Texas,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,19.136,1.9136,0.2,1
Pennsylvania,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",5.68,1.917,0.2,1
New Mexico,Paper,Xerox 1953,4.28,1.926,0.0,1
Ohio,Storage,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",25.696,1.9272,0.2,1
Washington,Supplies,Martin-Yale Premier Letter Opener,64.4,1.932,0.0,1
Texas,Supplies,Staple remover,59.29600000000001,1.9586000000000001,0.2,4
Ohio,Appliances,Belkin 6 Outlet Metallic Surge Strip,26.136,1.9602,0.2,1
Tennessee,Storage,Crate-A-Files,26.16,1.962,0.2,1
Alabama,Supplies,Acme Stainless Steel Office Snips,7.27,1.9629,0.0,1
California,Art,Newell 322,7.28,1.9656,0.0,1
Mississippi,Furnishings,Stackable Trays,6.16,1.9712,0.0,1
Arizona,Art,Newell 319,15.872,1.984,0.2,1
Pennsylvania,Paper,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",5.88,1.9845,0.2,1
Illinois,Labels,Avery 501,5.904,1.9926,0.2,1
Texas,Labels,Avery 52,5.904,1.9926,0.2,1
Arizona,Labels,Avery 501,5.904,1.9926,0.2,1
Ohio,Labels,Avery 487,5.904,1.9926,0.2,1
North Carolina,Furnishings,Telescoping Adjustable Floor Lamp,31.984,1.999,0.2,1
Florida,Furnishings,Telescoping Adjustable Floor Lamp,31.984,1.999,0.2,1
Arizona,Accessories,Micropad Numeric Keypads,31.984,1.999,0.2,1
Massachusetts,Art,Avery Fluorescent Highlighter Four-Color Set,6.68,2.004,0.0,1
Nevada,Binders,Avery Poly Binder Pockets,5.728,2.0048,0.2,1
Virginia,Art,Faber Castell Col-Erase Pencils,4.89,2.0049,0.0,1
Connecticut,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",4.56,2.0064,0.0,1
Florida,Art,Newell 33,17.856,2.0088,0.2,1
Florida,Appliances,Hoover Portapower Portable Vacuum,32.256,2.016,0.2,2
California,Binders,Wilson Jones Easy Flow II Sheet Lifters,5.76,2.016,0.2,2
Indiana,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",4.41,2.0286,0.0,1
Ohio,Storage,X-Rack File for Hanging Folders,27.096,2.0322,0.2,1
Washington,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,33.9,2.034,0.0,1
Florida,Labels,Avery 494,6.264,2.0358,0.2,1
Colorado,Labels,Avery 509,6.264,2.0358,0.2,1
Texas,Labels,Avery 479,6.264,2.0358,0.2,1
North Carolina,Labels,Avery 494,6.264,2.0358,0.2,1
Illinois,Phones,Spigen Samsung Galaxy S5 Case Wallet,27.184,2.0388,0.2,1
Ohio,Supplies,Acme Titanium Bonded Scissors,27.2,2.04,0.2,1
California,Art,Newell 326,7.04,2.0416,0.0,1
Michigan,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",4.54,2.043,0.0,1
Pennsylvania,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",18.2,2.0475,0.2,1
Georgia,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",4.36,2.0492,0.0,1
Illinois,Art,Newell 325,16.52,2.065,0.2,1
New York,Art,Manco Dry-Lighter Erasable Highlighter,6.08,2.0672,0.0,1
Texas,Fasteners,Binder Clips by OIC,5.92,2.072,0.2,2
Maryland,Art,Economy #2 Pencils,7.98,2.0748,0.0,1
Kentucky,Art,Economy #2 Pencils,7.98,2.0748,0.0,1
Texas,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,23.76,2.079,0.2,1
Colorado,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,6.672,2.085,0.2,1
California,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,7.77,2.0979,0.0,1
North Carolina,Phones,Speck Products Candyshell Flip Case,27.992,2.0994,0.2,1
Illinois,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,6.0,2.1,0.2,1
California,Art,Newell 308,8.4,2.1,0.0,2
Texas,Labels,Avery 510,6.0,2.1,0.2,1
Ohio,Labels,Avery 496,6.0,2.1,0.2,1
California,Art,12 Colored Short Pencils,7.8,2.106,0.0,1
Texas,Art,Manco Dry-Lighter Erasable Highlighter,12.16,2.128,0.2,1
California,Binders,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",5.872,2.1286,0.2,1
Washington,Binders,Acco Hanging Data Binders,6.096,2.1336,0.2,1
North Carolina,Furnishings,Dana Swing-Arm Lamps,34.176,2.136,0.2,2
Pennsylvania,Paper,Xerox 1900,6.848,2.14,0.2,1
Texas,Paper,Xerox 1927,6.848,2.14,0.2,1
New York,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",7.38,2.1402,0.0,1
Maryland,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",4.77,2.1465,0.0,1
Texas,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",6.608,2.1476,0.2,1
California,Binders,"Avery Durable Slant Ring Binders, No Labels",6.368,2.1492,0.2,1
New Jersey,Fasteners,Stockwell Push Pins,6.54,2.1582,0.0,1
Georgia,Art,Newell 344,8.34,2.1684,0.0,1
Mississippi,Art,Newell 344,8.34,2.1684,0.0,1
California,Art,Newell 339,8.34,2.1684,0.0,1
Pennsylvania,Envelopes,Peel & Seel Envelopes,6.208,2.1728,0.2,1
Florida,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",7.904,2.1736,0.2,1
Pennsylvania,Accessories,HP Standard 104 key PS/2 Keyboard,34.8,2.175,0.2,1
New Jersey,Art,DIXON Ticonderoga Erasable Checking Pencils,5.58,2.1762,0.0,1
California,Furnishings,"Eldon 300 Class Desk Accessories, Black",4.95,2.178,0.0,1
New Mexico,Art,Newell 323,8.4,2.184,0.0,1
Illinois,Art,Col-Erase Pencils with Erasers,19.456,2.1888,0.2,1
Washington,Supplies,Acme Value Line Scissors,7.3,2.19,0.0,1
Ohio,Accessories,SanDisk Cruzer 4 GB USB Flash Drive,10.384,2.2066,0.2,1
Washington,Accessories,Imation 30456 USB Flash Drive 8GB,27.6,2.208,0.0,1
Montana,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",6.096,2.2098,0.2,1
Connecticut,Art,Turquoise Lead Holder with Pocket Clip,6.7,2.211,0.0,1
Massachusetts,Storage,Safco Industrial Shelving,73.85,2.2155,0.0,1
Maryland,Art,Rogers Handheld Barrel Pencil Sharpener,8.22,2.2194,0.0,1
New York,Art,Prang Drawing Pencil Set,5.56,2.224,0.0,1
California,Supplies,Acme Office Executive Series Stainless Steel Trimmers,8.57,2.2282,0.0,1
New York,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",31.95,2.2365,0.0,1
New York,Binders,Accohide Poly Flexible Ring Binders,5.984,2.244,0.2,1
New York,Supplies,Acme Kleen Earth Office Shears,7.76,2.2504,0.0,1
Tennessee,Storage,Staple magnet,22.512,2.2512,0.2,1
New York,Accessories,Imation Clip USB flash drive - 8 GB,37.6,2.256,0.0,1
Florida,Art,Sanford Liquid Accent Highlighters,10.688,2.2712,0.2,1
New Jersey,Appliances,Disposable Triple-Filter Dust Bags,8.74,2.2724,0.0,1
Washington,Storage,SAFCO Boltless Steel Shelving,227.28,2.2728,0.0,1
North Carolina,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,15.216,2.2824,0.2,1
Michigan,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,8.78,2.2828,0.0,1
Ohio,Furnishings,Eldon Wave Desk Accessories,8.32,2.288,0.2,1
Oregon,Fasteners,Advantus Push Pins,8.72,2.289,0.2,1
Missouri,Phones,Motorola HK250 Universal Bluetooth Headset,114.95,2.299,0.0,1
Minnesota,Phones,Motorola HK250 Universal Bluetooth Headset,114.95,2.299,0.0,1
New Jersey,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2",9.21,2.3025,0.0,1
Washington,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2",9.21,2.3025,0.0,1
Indiana,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",4.91,2.3077,0.0,1
Florida,Accessories,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",18.464,2.308,0.2,1
California,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",4.73,2.3177,0.0,1
Texas,Art,Colorific Watercolor Pencils,20.64,2.322,0.2,1
Washington,Binders,Avery Printable Repositionable Plastic Tabs,6.88,2.322,0.2,1
California,Furnishings,Regeneration Desk Collection,5.28,2.3232,0.0,1
New York,Binders,Avery Hidden Tab Dividers for Binding Systems,7.152,2.3244,0.2,1
Utah,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",4.96,2.3312,0.0,1
Florida,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",6.912,2.3328,0.2,1
Florida,Art,"BIC Brite Liner Highlighters, Chisel Tip",15.552,2.3328,0.2,1
Oregon,Art,Newell 312,18.688,2.336,0.2,1
Tennessee,Appliances,Fellowes Basic Home/Office Series Surge Protectors,20.768,2.3364,0.2,1
Pennsylvania,Storage,Personal File Boxes with Fold-Down Carry Handle,37.392,2.337,0.2,1
Washington,Paper,Xerox 190,4.98,2.3406,0.0,1
New York,Binders,Avery Durable Slant Ring Binders With Label Holder,6.688,2.3408,0.2,1
Texas,Labels,Staple-on labels,6.936,2.3409,0.2,1
California,Binders,Computer Printout Index Tabs,6.72,2.352,0.2,1
Michigan,Furnishings,Advantus Panel Wall Acrylic Frame,5.47,2.3521,0.0,1
Oregon,Storage,Hanging Personal Folder File,37.68,2.355,0.2,1
New York,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,6.984,2.3571,0.2,1
Florida,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",31.464000000000002,2.3598,0.2,2
North Carolina,Art,Newell 321,20.992,2.3616,0.2,1
Texas,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",27.056,2.3674,0.2,1
Arizona,Art,Dixon Ticonderoga Core-Lock Colored Pencils,14.576,2.3686,0.2,1
Colorado,Art,Dixon Ticonderoga Core-Lock Colored Pencils,14.576,2.3686,0.2,1
Pennsylvania,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,15.8,2.37,0.2,1
Georgia,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),5.28,2.376,0.0,1
Washington,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),5.28,2.376,0.0,1
Texas,Art,Newell 34,31.744,2.3808,0.2,1
Pennsylvania,Art,Newell 317,21.168,2.3814,0.2,1
Washington,Art,Newell 332,8.82,2.3814,0.0,1
Illinois,Envelopes,Grip Seal Envelopes,7.072,2.3868,0.2,1
Arizona,Paper,Unpadded Memo Slips,6.368,2.388,0.2,1
New York,Fasteners,Assorted Color Push Pins,7.24,2.3892,0.0,1
Texas,Phones,Cisco SPA525G2 IP Phone - Wireless,31.92,2.394,0.2,1
Illinois,Storage,Pizazz Global Quick File,23.952,2.3952,0.2,1
New York,Phones,RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting,239.97,2.3997,0.0,1
Ohio,Storage,Advantus Rolling Storage Box,27.44,2.401,0.2,1
New York,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,5.22,2.4012,0.0,1
California,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,5.22,2.4012,0.0,1
New Jersey,Labels,Color-Coded Legal Exhibit Labels,4.91,2.4059,0.0,1
New Jersey,Art,Dixon Ticonderoga Pencils,8.94,2.4138,0.0,1
Texas,Storage,"Neat Ideas Personal Hanging Folder Files, Black",32.232,2.4174,0.2,1
New York,Art,Newell 32,8.64,2.4192,0.0,2
Michigan,Binders,Storex Flexible Poly Binders with Double Pockets,5.28,2.4288,0.0,1
